name,neighborhood,price
Sun-Drenched Williamsburg Apartment,Brooklyn,190
NYC space,Manhattan,95
Comfy Room in E Williamsburg Loft,Brooklyn,55
BEAUTIFUL UES Apt w/ Door Man,Manhattan,130
Neat Home 20 min to LGA Airport,Bronx,119
300 Square Foot Private Room - in MANHATTAN!!,Manhattan,67
Spacious room next to 96 st Station,Manhattan,90
Lovely bedroom near Central Park,Manhattan,60
"Brooklyn Brownstone, 3-Bdr & Garden",Brooklyn,199
Park Slope Garden Level Studio,Brooklyn,150
A Perfect Stay,Brooklyn,115
Cozy & Bright 1 Bedroom,Manhattan,100
FT Greene - Oversized Parlor,Brooklyn,165
The Most Affordable 3BR Apartment,Bronx,105
Skylight on Hart,Brooklyn,49
Sunny top floor of a brownstone,Brooklyn,100
"Large Bedroom, Lovely Backyard & Separate WC",Brooklyn,94
Private Bedroom in St. Marks Place,Manhattan,75
Large room in Prospect Heights,Brooklyn,60
Strawberry Fields,Manhattan,322
Private Room in E. Williamsburg,Brooklyn,119
Williamsburg Penthouse with Stunning Views,Brooklyn,100
Morningside Heights Cathedral Lane,Manhattan,50
Cozy room with a view of the Hudson,Manhattan,90
Bedroom right in Chelsea!,Manhattan,150
Centrally Located Studio - Times Sq,Manhattan,230
"25 minutes to Manhattan,near subway",Queens,59
Queen-sized bed in sunny East Harlem private room,Manhattan,90
"Manhattan, near subway, quiet street in LES!",Manhattan,95
Williamsburg Loft w/ Amazing Roof,Brooklyn,75
Large bedroom outside Times Square!,Manhattan,85
"Spacious&Pretty, heart of Brooklyn",Brooklyn,85
Tailored Studio in Williamsburg BK,Brooklyn,150
Heavenly Hell's Kitchen 2 bedroom,Manhattan,189
Heavenly Hell's Kitchen private room in 2bdrm,Manhattan,99
"杩戝湴閾佸強甯備腑蹇,浜ら氭柟渚,骞插噣,鏄庝寒,鍒版浖鍝堥爴鍙30鍒嗛悩",Queens,41
Bright 3 bd/ 2 bath on the park.,Brooklyn,150
Manhattan Apartment (Female Guests),Manhattan,90
"杩戝湴閾佸強甯備腑蹇,骞插噣 NYC 30 min to Manhattan",Queens,37
Luxury 2bdr 2bath in Tribeca,Manhattan,300
NY Executive Apartment,Brooklyn,380
Room available in a 3 bdrm apt!,Brooklyn,75
Beautiful West Village Studio,Manhattan,200
"Cozy Room, great Apartment, nice and safety area",Manhattan,50
"Large, Bright & Airy 2BR Loft in 鉂わ笍of Williamsburg",Brooklyn,225
Cozy in Upper East Manhattan,Manhattan,150
Little Brownstone,Brooklyn,55
1 Bedroom steps from Central Park,Manhattan,175
A Gorgeous 1BR in a Luxury Building,Manhattan,276
Large room w its own bathroom (& bath),Brooklyn,45
Sunny/Spacious 2 Bedroom Washington Heights,Manhattan,199
Colorfull and Modern Bedroom UES A3,Manhattan,48
2BR. Brooklyn Loft,Brooklyn,145
SunLit Room in Hip Neighborhood,Brooklyn,100
Terrific Location in Prospect Heights,Brooklyn,62
East Village Oasis,Manhattan,230
Cozy Room with Exposed Bricks,Manhattan,90
Brooklyn Modern Spacious Studio,Brooklyn,83
The Heart of Fort Greene,Brooklyn,120
Brooklyn Zen Gem Restful Retreat,Brooklyn,65
Spacious & Sunny Williamsburg Apt,Brooklyn,140
2 Bedroom in Wburg w/ living room,Brooklyn,80
Cozy studio apartment,Brooklyn,75
Cozy UES Studio,Manhattan,300
Beautiful room in Williamsburg!,Brooklyn,110
Modern Quiet Gem Near All,Brooklyn,85
Great East Village Studio,Manhattan,120
Cozy Family Home. Two Floors,Brooklyn,100
Lovely private space! 15min > city!,Brooklyn,65
Sunny Room! Block From park! SwEeT!,Brooklyn,80
Lovely 1-bed w Terrace by Cen Park!,Manhattan,299
Beautiful SoHo Loft,Manhattan,16
King Loft Bed in Bushwick Loft,Brooklyn,46
Perfectly Located West Village Loft,Manhattan,245
Private Bedroom and Office,Brooklyn,55
Spacious Room in Washington Heights,Manhattan,45
COBBLE HILL SUMMER HAVEN,Brooklyn,100
Spacious 2 Bd & 2 bath Apartment,Brooklyn,165
Luminous Modern Apt Share for Young Professionals,Brooklyn,60
Luminous Modern Apt Share for Young Professionals,Brooklyn,60
Charming 1BR Apt in Williamsburg!,Brooklyn,140
Bright and airy Brooklyn townhouse,Brooklyn,300
Huge Backyard  - Williamsburg Loft,Brooklyn,249
Beautiful Boerum Hill 2 Bedroom,Brooklyn,175
BK Room Available 5/17-5/24,Brooklyn,35
BBoho Room in Williamsburg/Bushwick,Brooklyn,55
1 Bedroom Greenpoint Close To All,Brooklyn,135
LES Private Room in 3BR Apt,Manhattan,60
Small Room in Beautiful Apartment/Building,Manhattan,75
"Beautiful, SEXY apartment",Manhattan,300
Bright Room at the Hudson!,Manhattan,79
Great Private Room in Bedstuy,Brooklyn,65
GORGEOUS BEDROOM IN VICTORIAN HOME W/PRIVATE BATH,Brooklyn,129
well designed apt with yard!,Brooklyn,280
"Cozy, quiet and comfortable 1BR",Brooklyn,132
Sunny private room in Park Slope,Brooklyn,70
Cozy Room in Super Convenient Area,Brooklyn,52
a Peace House and free parking,Brooklyn,148
Large Sunny NYC entire apt 15 mins!,Queens,115
Beautiful UES 1BR Apartment,Manhattan,175
Luxury Apartment in Midtown West,Manhattan,130
1 Bedroom in Giant Bushwick House,Brooklyn,35
Elegant Master Suite NYC Brownstone,Brooklyn,109
Comfortable private room Brooklyn,Brooklyn,60
Stylish 1 bed room in the East Village,Manhattan,150
W Village - 3 BR -  5/31 to 7/2,Manhattan,207
"Sunny, Quiet, Open Space Uptown",Manhattan,63
Cozy apt convenient to everything!,Manhattan,185
Best of Carroll Gardens,Brooklyn,445
Unique 1BR near Columbia Medical,Manhattan,125
Ensuite Turquoise Room,Brooklyn,35
Beautiful West Village Apartment,Manhattan,200
Spacious 1BDR apartment Upper West Side,Manhattan,141
Large apartment near Columbia Univ,Manhattan,120
"Trendy, newly renovated 1 BD Apt.",Manhattan,145
Times Square room with private bath,Manhattan,120
2-Bdrm Entire Apartment St. George,Staten Island,89
Stylish Apt in the Heart of BedStuy,Brooklyn,90
Lefferts Apt in Brownstone @ Park,Brooklyn,95
Nice Cozy Space,Brooklyn,120
Two Bedroom in a townhouse with a patio in Nolita!,Manhattan,295
Brooklyn Tranquil Artist Space,Brooklyn,104
Charming and Sunny Central Brooklyn,Brooklyn,150
Spacious PRIVATE Room on Brighton Beach,Brooklyn,75
05/19- 05/27 Big East Village Room,Manhattan,170
Best location in NYC!,Manhattan,194
Available in August only. One room with twin bed.,Queens,49
Bklyn Brownstone 2Bedroom Apartment w/Office Space,Brooklyn,125
SPACIOUS WILLIAMSBURG DESTINATION,Brooklyn,84
Cozy Harlem 1BD 15 mins to midtown,Manhattan,140
#1 Private room near CENTRAL PARK!,Manhattan,50
PRIVATE Bedroom & bathroom  TRIBECA,Manhattan,89
Room in Historical Crown Heights,Brooklyn,55
Private Room Right by Subway to Manhattan *alt*,Brooklyn,62
Central Fort Greene Apt w deck,Brooklyn,100
Brooklyn private room,Brooklyn,40
Modern 2-bedroom Loft in Greenpoint,Brooklyn,350
Brownstone in Clinton Hill,Brooklyn,75
Dwtn 1 Bedroom W/Spectacular Views,Manhattan,190
Modern 1BR on Soho's Bowery,Manhattan,350
East Village Apartment with Terrace,Manhattan,300
Perfect West Village Studio!,Manhattan,295
Furnished Room with View of E River,Manhattan,113
Huge Private Room in the BEST location,Manhattan,95
Modern& Pretty Bedroom UpperBest!!!!,Manhattan,59
Family Friendly Getaway,Brooklyn,100
Cosy & Quiet BD in Central Harlem,Manhattan,69
Perfect location!,Manhattan,190
1 bedroom in East village,Manhattan,110
Cozy Brooklyn Studio with Parking,Brooklyn,65
Ocean Hill - Beautiful 3 Bedroom,Brooklyn,185
Gorgeous home steps from the park!,Brooklyn,152
Extra Large 1 Bdroom Sunny/Spacious,Manhattan,249
Chambre disponnible,Brooklyn,100
Private Bedroom in Beautiful Apartment,Manhattan,95
Great UWS Studio Apartment,Manhattan,130
2 Bedroom Duplex,Brooklyn,145
"A huge, debonair loft in midtown",Manhattan,325
"1 Train, Delis, Duane Read,Eat Outs",Manhattan,75
"Sunny, Private room in Bushwick",Brooklyn,37
The city cabin,Queens,75
Cozy Artist Bedroom 鈥 Only a 3 Min Walk to Subway!,Brooklyn,50
Million Dollar Views of Manhattan!!,Queens,150
Entire Prime Upper West Side Large Studio,Manhattan,99
"Cozy room with beautiful yard and huge, soft bed",Brooklyn,50
Private room 3min from Bedford stop,Brooklyn,65
FIDI brand new studio on 33th floor,Manhattan,150
Colorful & Spacious near A Express,Manhattan,88
Spacious Luxury Studio-96th and WEA,Manhattan,190
Lovely Lofted Room in UWS,Manhattan,125
Colorful flat in heart of E Village,Manhattan,284
Breathtaking Light & View West Village Apartment,Manhattan,150
The Oasis.,Manhattan,16
Luxury High-Rise in Center of NYC/Manhattan,Manhattan,190
Your home away from home,Brooklyn,60
Cozy 1Br Apt鉂わ笍of Upper East Side near Central Park,Manhattan,99
Best Location - HUGE 2 bedroom by Times Square!,Manhattan,100
1 BD in Washington Heights,Manhattan,35
"Charm and Comfort, Heart of the UWS",Manhattan,167
Save$PrivateRoom walking distance to Times Square,Manhattan,140
Sunny Upper West Side Summer Rental,Manhattan,175
Fantastic Apt. Amazing LES Location,Manhattan,249
Private bedroom in SOHO,Manhattan,110
Large Apartment w/ Amenities,Manhattan,250
Gowanus Brooklyn Bed,Brooklyn,129
Huge private bedroom for quiet sleep in Manhattan!,Manhattan,95
Enjoy a comfy apartment on the UWS,Manhattan,280
Studio one block from Central Park,Manhattan,200
Park Slope -Sunny 3BR duplex,Brooklyn,276
1bdrm east village,Manhattan,130
!!BEAUTIFUL APARTMENT WITH GARDEN!!,Manhattan,40
Our Astorian Alcove,Queens,122
"Gramercy Apt, Private Bedroom",Manhattan,64
Steps from Gramercy Park,Manhattan,399
Spacius and quiet loft in Greenwich village,Manhattan,495
Duplex garden brownstone apt,Brooklyn,145
"""Your home away from home #2",Brooklyn,53
"Well-located Apt in Sunnyside, NYC",Queens,100
Brooklyn artist apartment,Brooklyn,42
Modern Stdio  - Upper East,Manhattan,200
GARDEN OASIS CLINTON HILL BROWNSTON,Brooklyn,130
Penthouse Triplex/ Union Sq / Roof,Manhattan,200
Sublet in Furnished Master Bedroom,Brooklyn,75
Sunny room right by park!,Brooklyn,45
Historic room in renovated brownstone,Brooklyn,52
Front bdrm in massive NoLita Loft,Manhattan,100
3 Bedroom Greenpoint Townhouse,Brooklyn,350
Cozy Manhattan room 鈽 3 mins to subway,Manhattan,70
"Room in Bushwick, Brooklyn",Brooklyn,39
UPPER WEST SIDE one bedroom apt,Manhattan,120
"Amazing windows, large West Village one-bedroom",Manhattan,239
1785 The Oldest Row House in New York.,Manhattan,375
Desirable apt. in prime location,Brooklyn,125
Bkln (Vinegar Hill) duplex w/garden,Brooklyn,375
"Cozy, artistic room in Brooklyn Apt",Brooklyn,45
Private room in spacious house,Queens,60
Room in Condo,Brooklyn,75
The Golden Chamber,Manhattan,70
Charming Private Suite in the South Bronx,Bronx,65
Sunny Bedroom in West Village Loft,Manhattan,250
Lower East Side/Chinatown Bedroom,Manhattan,99
Room in BushBurg Apt w/ Rooftop,Brooklyn,95
Studio!Astoria station in 3min!,Queens,46
"Spacious, unique apt - see reviews! Last minute ok",Manhattan,275
Beautiful 2bdroom apartmnt,Queens,168
Private bedroom in two bedroom APT,Brooklyn,45
Fantastic Cozy Stay-NYC. 4B,Brooklyn,80
Studio in Lux Building on UWS!,Manhattan,150
"NEW! SAFE, Bright in the Heights",Manhattan,115
Cosy Bedroom in typical brownstone,Brooklyn,65
"Wburg Penthouse, Private elevator, balcony, roof",Brooklyn,201
Brooklyn Summer,Brooklyn,55
Bright Private Room in Williamsburg!,Brooklyn,120
Private Room in Astoria,Queens,50
Stylish central 1 BR apartment,Manhattan,100
Homey 1 BR apartment in Harlem,Manhattan,100
Entire Williamsburg Music Lovers Palace鈥1 Blk to L,Brooklyn,59
Twin Loft Nook in Brooklyn,Brooklyn,44
Tree-lined block+Roof+private rooms,Brooklyn,79
Eclectic Williamsburg Townhouse,Brooklyn,56
"Clean, bright, renovated apt in Lower East Side",Manhattan,140
MODERN NYC APARTMENT,Manhattan,160
"Big space, great price, a home by Mnhn, best in BK",Brooklyn,119
Spacious Studio + Patio,Manhattan,185
Quiet Bedroom in Large Charming Apt,Brooklyn,55
Cozy Room in Washington Heights Apt,Manhattan,58
1 private bedroom in Williamsburg,Brooklyn,85
Great sunny room in a fun house,Brooklyn,100
"Cozy ""Jr."" 1B, historic brownstone",Brooklyn,110
Cozy room near LES/Chinatown,Manhattan,80
Dominique's LowerLevel 1 bdrm pad*video projects,Bronx,115
relaxed and simple in Williamsburg,Brooklyn,99
My Little Guest Apartment,Queens,105
Cozy Room in UES Apartment,Manhattan,110
Brooklyn Creative Snooze Factory,Brooklyn,70
Private Room w/ access to Terrace,Manhattan,160
Lofted bedroom in large loft space full of plants,Brooklyn,150
UWS STUDIO,Manhattan,90
Bright and Sunny Apartment DUMBO,Brooklyn,150
"Skylighted Floor, All Yours, 23 Mins to Manhattan",Brooklyn,86
Roomy and quiet 2BR in Manhattan!,Manhattan,200
LUXURY DOORMAN HIGH RISE One Bedroom,Manhattan,272
"Spacious, charming studio",Manhattan,86
Beautiful Apartment in Williamsburg,Brooklyn,200
"Comfy Apt! Private Bathroom, Prime Location, Patio",Manhattan,129
2C  Private Rm in Guesthouse Manhattan,Manhattan,50
Nolita Room - Convenient & Quaint,Manhattan,95
COBBLE HILL BROWNSTONE,Brooklyn,400
Entire 1 BR apt in luxury building!,Manhattan,212
Unique Space in Red Hook,Brooklyn,160
Enormous bedroom in UWS 2-bed,Manhattan,90
Sunny Studio in Clinton Hill,Brooklyn,145
Forest Hills home shares its breathtaking beauty,Queens,125
Upper East Side + 2 queen size bed,Manhattan,250
"Family Friendly & Cozy Apt Near Subway, 1 Bedroom",Brooklyn,100
"Cozy private room, close to the subway & beach",Brooklyn,75
Cosy Williamsburg,Brooklyn,75
A spacious studio in Midtown / UES,Manhattan,195
Charming Brooklyn 1BD+Den,Brooklyn,125
"Private! entire studio, own entrance, private bath",Brooklyn,85
West Village Studio,Manhattan,200
3 bedrooms in Upper East Side with amazing terrace,Manhattan,449
Williamsburg 2 Bedroom,Brooklyn,150
Luxury Williamsburg Duplex w/ Yard!,Brooklyn,250
Big Room in Heart of Williamsburg,Brooklyn,100
Magical Oasis in Bushwick! 20 min to City,Brooklyn,120
"Perfect Room, East Village Dream",Manhattan,115
L.E.S. / Chinatown,Manhattan,89
SoHo/Greenwich Village 1BR Apt,Manhattan,180
Astoria next to Beer Garden!,Queens,70
Sunny Bohemian Tasteful East Harlem,Manhattan,140
Sunny Spacious Room/Friendly Rates,Brooklyn,37
Brooklyn Cute Room + Private Bath!,Brooklyn,70
Large Sunny Room in Williamsburg,Brooklyn,88
3 Bedroom Apt in Williamsburg w Private Rooftop,Brooklyn,320
Wonderful Kips Bay 1 BR + Elevator!,Manhattan,200
Spacious room is Park Slope,Brooklyn,55
Loft Studio Midtown Lux Doorman,Manhattan,195
Spacious South Williamsburg Apartment,Brooklyn,115
Large Midtown East Duplex,Manhattan,125
The Brownstone 2 / Luxury 1 Bd Apt,Manhattan,155
Modern 1BR Next To Central Park,Manhattan,170
"Cozy, sunny East Village bedroom",Manhattan,115
Spacious One Bedroom Apartment,Brooklyn,74
Huge Bright Room in Williamsburg,Brooklyn,100
Spacious Studio in Midtown,Manhattan,125
Bright Nordic Serenity in Brooklyn,Brooklyn,70
Studio Apt With Backyard,Brooklyn,110
Beautiful Condo w/ Private Rooftop,Brooklyn,395
Prime Williamsburg LOFT next to Bedford L,Brooklyn,215
A True Gem.,Brooklyn,150
Classic Parlor Level Brownstone,Manhattan,295
Big room with private bathroom in Bushwick,Brooklyn,60
"Cozy private room in Brooklyn, NYC.",Brooklyn,55
Cozy 1BD | 15 min. to Grand Central,Queens,85
Great room near CUMC!,Manhattan,40
"Spacious, Bright, Brooklyn Beauty",Brooklyn,200
"Sunny Private Room, & bath",Brooklyn,90
Private room,Manhattan,49
Sweet Home at Washington high everyone is welcome,Manhattan,50
Cozy Studio in Prospect Heights,Brooklyn,85
Entire rowhouse+garden+deck in Park Slope/Gowanus,Brooklyn,350
Room in spacious apt near the park,Brooklyn,38
Spacious room w/private roof deck,Brooklyn,158
Modern Rustic NYC Chic in the LES,Manhattan,245
Cozy Williamsburg Brooklyn Space,Brooklyn,110
Harlem Home Away From Home,Manhattan,55
Luxury Apt in Financial District,Manhattan,275
"Clean room in a cozy, peaceful home",Manhattan,50
"Cozy,newly furnished room inAstoria",Queens,45
Modern Mulberry St Room for 1 Female Guest,Manhattan,85
1 bedroom apt in pvt 2 fam house,Brooklyn,150
Huge duplex apartment with garden!,Manhattan,247
1BR in East Harlem apt,Manhattan,105
3 Bedroom Downtown NYC loft,Manhattan,400
Astoria HUGE Balcony PRIME location,Queens,155
2 Bdrm apt Near Empire State Building,Manhattan,150
A large 1-bedroom apartment,Manhattan,120
Cheap & Basic Temporary Airbed Room,Queens,69
Studio apartment in the heart of Chelsea,Manhattan,199
Duplex 3BR SOHO Penthouse w.Terrace,Manhattan,499
Best location! Chelsea/West Village/Meatpacking,Manhattan,150
Spacious private room,Brooklyn,300
Wburg 1 bedroom - Spacious & Sunny,Brooklyn,105
"Cozy,  single bed room.15min to NYC",Queens,45
"Brooklyn, Sundrenched & Peaceful",Brooklyn,105
Master bedroom + private bathroom,Manhattan,130
Huge&Bright Room in Greenwich Vill.,Manhattan,75
BK Heights Apartment for cat lovers,Brooklyn,150
Industrial Flex 2br duplex Loft in Brooklyn,Brooklyn,159
Cozy home in Williamsburg!,Brooklyn,100
A beautiful and friendly beach area,Brooklyn,145
Live like a real New Yorker right by Central Park,Manhattan,220
Spacious Duplex for Spring Retreat,Brooklyn,160
"2 Bedroom fully furnished apt,Clinton Hill BK",Brooklyn,175
Private Artisitic Room East Village,Manhattan,82
"Sunny & Tall 1 BR, Central Pk,Train",Manhattan,200
NY City for the 4th of July!,Manhattan,300
Steps to Grand Central! Large 1BDR,Manhattan,199
"Spacious, Peaceful Room",Queens,85
Great Upper East Side Location!,Manhattan,135
Kid friendly 2 bedroom in Harlem,Manhattan,150
BROWNSTONE BUILDING IN CLINTON HILLS,Brooklyn,65
3BR Williamsburg Duplex w/Backyard,Brooklyn,395
Private Terrace in the East Village,Manhattan,379
Stylish Apartment in GREAT West Village Location,Manhattan,250
NICEQUIET10 MINUTES TO TIME SQUARE.,Manhattan,90
Gem of Bushwick,Brooklyn,40
Riverside and 160th--Long Stay,Manhattan,200
Casa de la Luna -Bedford Stuyvesant,Brooklyn,133
"Large, charming studio on UWS",Manhattan,140
Renovated 2BR apartment MIN 30 DAY,Manhattan,100
Vintage 1B Artist Loft in Brooklyn,Brooklyn,85
Art Deco NYC Upper West 2br Apt,Manhattan,385
Sunny room 30 min from Manhattan,Brooklyn,50
Charming Park Slope 1BR w/ Patio,Brooklyn,140
Large Studio on the Upper East Side,Manhattan,120
STUDIO in the East Village,Manhattan,110
Lovely room In Williamsburg,Brooklyn,106
Beautiful Spacious 1 Bed in Hip Harlem Neighborhd,Manhattan,115
Houseboat in the Rockaways,Queens,120
The Kook House  - Rockaways BEST Summer House!!,Queens,300
Home Sweet Home :),Brooklyn,59
COZY HOUSE 10 MINS FROM LA GUARDIA!,Queens,140
Large BR w/Private Ent & Living Rm!,Brooklyn,99
Great room for couples on a budget!,Queens,52
Garden Apt.  East Village NY,Manhattan,125
Room for rent in corona queens,Queens,150
NYC ROOM GORGEOUS LIGHT! RIVER VIEW,Manhattan,65
Immaculate Gramercy One-Bedroom,Manhattan,249
Furnished Unit (115 and Amsterdam),Manhattan,84
Spacious bedroom in Astoria,Queens,53
Unbelievable NYC Apt Avail Nov!,Manhattan,340
Perfect Room in Brooklyn,Brooklyn,80
Spacious One-Bedroom near Prospect Park,Brooklyn,75
Art filled Brooklyn Hideaway with private bathroom,Brooklyn,80
Private Room in Williamsburg Apt,Brooklyn,78
Large 1BR in heart of Williamsburg!,Brooklyn,149
Sunny Bedroom near major stations,Brooklyn,80
Huge one bedroom apartment,Brooklyn,115
Amazing UWS /Central Park West Location,Manhattan,90
PRIVATE one Bedroom in Williamsburg,Brooklyn,175
Luxury Apt on Central Park South,Manhattan,350
Clean & Cozy East Village Home Steps From Park,Manhattan,194
Lovely 1 BR duplex in prime Chelsea,Manhattan,175
Dreamy Luxury Penthouse w/ Terrace,Manhattan,350
Sunny Apt. in Historic Harlem Bldg.,Manhattan,63
Spend Summer in Park Slope,Brooklyn,150
Beautiful Greenwich Village Apartment,Manhattan,180
"House of Music and Art, Small Happy ROom",Brooklyn,64
