用户ID,地区,宝宝性别,宝宝年龄
97086284,兰州,男,1
188908,深圳,女,1
86769017,深圳,男,2
88111408,成都,男,2
58207701,兰州,男,3
59051015,武汉,女,0
54441607,重庆,男,0
10785920,哈尔滨,女,1
19549246,重庆,男,0
91088290,北京,男,2
24517109,上海,男,3
91248590,北京,男,2
98792175,深圳,女,2
55246917,成都,男,2
70070509,深圳,女,3
60297728,武汉,女,2
87166898,武汉,男,0
15952914,上海,女,3
20900084,深圳,男,3
9145740,兰州,男,1
40409702,哈尔滨,男,3
42904762,武汉,女,3
21892672,上海,女,3
40098445,重庆,男,3
6642611,哈尔滨,男,2
72762758,哈尔滨,男,3
52674102,兰州,女,1
7402429,深圳,男,1
5698819,深圳,女,1
60459025,哈尔滨,女,1
70077125,上海,女,2
41068026,深圳,女,1
44966742,兰州,女,2
8129676,北京,男,0
50206441,成都,男,2
84500046,北京,女,3
61866602,上海,男,2
74491070,北京,男,1
10966156,成都,男,1
40891049,武汉,女,3
12401752,深圳,女,0
60671861,深圳,女,2
52472096,成都,女,2
72029975,哈尔滨,男,2
5116074,哈尔滨,男,2
4002277,重庆,女,3
58505724,北京,男,1
10494766,兰州,男,2
91601404,深圳,女,1
33092278,深圳,女,2
62188942,成都,女,3
7150740,深圳,男,0
21020029,深圳,男,1
48852948,北京,男,2
89981567,武汉,女,0
18620112,哈尔滨,女,3
5804851,北京,女,0
88007769,重庆,男,3
80568744,哈尔滨,男,1
86070559,北京,女,3
8608449,武汉,男,0
56871757,成都,男,1
1052514,成都,女,2
67724507,上海,女,3
7142019,重庆,女,1
7946806,北京,男,2
64009806,上海,男,2
50091286,武汉,女,0
33727127,北京,女,2
11225152,兰州,男,3
61742775,兰州,男,2
97806621,上海,女,1
20450756,武汉,男,2
77502680,兰州,女,3
46216894,北京,男,3
8494040,上海,男,3
11052500,深圳,女,2
700787,武汉,男,2
715008,武汉,女,3
59021009,兰州,男,0
71707769,北京,男,2
80088050,哈尔滨,女,0
8104016,成都,男,1
19025709,北京,男,0
60179800,深圳,男,2
40288950,兰州,男,3
9856096,武汉,男,1
47824076,成都,男,2
14024060,北京,男,1
28457521,兰州,男,2
72966884,深圳,男,2
78245240,北京,男,1
5117001,兰州,男,0
4800720,成都,女,3
54899288,上海,男,3
71057821,深圳,男,2
80445706,成都,男,2
92984799,北京,女,1
7010128,北京,男,1
22745507,兰州,女,1
87600752,成都,女,0
70006650,北京,女,2
62570098,哈尔滨,女,0
14088227,北京,女,1
27277114,深圳,女,1
88145704,重庆,男,3
80477804,重庆,男,1
79706518,深圳,男,2
50015117,重庆,女,2
46127071,重庆,男,0
70210870,上海,男,2
80904210,深圳,男,0
61978649,重庆,男,0
48264587,重庆,男,2
1874052,深圳,女,1
4097462,重庆,女,3
72979051,兰州,男,3
69794170,北京,女,2
90570040,上海,男,2
56000298,深圳,女,0
79280142,成都,男,2
825407,哈尔滨,女,2
66264712,成都,女,3
57295906,成都,女,2
22486706,上海,女,1
4081967,深圳,男,1
9079075,北京,女,2
95670002,深圳,女,3
17849814,哈尔滨,男,2
74016257,成都,男,2
84474100,深圳,女,0
10215591,哈尔滨,男,3
99008270,武汉,女,3
4250880,北京,男,2
60085972,重庆,男,0
86501511,上海,男,0
69665074,上海,男,3
74507472,上海,女,2
76950159,成都,女,1
75120444,成都,女,1
99104748,成都,男,3
140266,深圳,女,0
82448260,成都,女,1
10170995,北京,女,3
2110042,重庆,男,1
89990915,哈尔滨,男,0
2128251,哈尔滨,女,0
64710128,哈尔滨,男,2
68770294,武汉,女,2
79000805,兰州,男,3
6000089,哈尔滨,女,3
84207092,兰州,女,3
46944120,兰州,女,2
99850587,北京,男,0
8810059,哈尔滨,男,1
190892,兰州,男,1
51920048,兰州,男,0
82705561,兰州,女,1
50618200,成都,女,1
89628168,北京,男,0
99280202,武汉,女,2
454900,北京,女,3
21601840,上海,男,2
25615724,兰州,男,0
18480296,重庆,女,3
2088,兰州,女,0
2661801,北京,男,1
2059412,深圳,女,1
38228615,成都,女,2
14640261,成都,男,3
7060040,上海,女,2
27285960,深圳,女,1
41627460,兰州,女,1
57040958,重庆,女,2
2700004,北京,男,0
76700690,重庆,女,0
44696441,兰州,女,1
90450756,哈尔滨,男,0
60911795,成都,男,0
6774270,哈尔滨,女,2
49601266,深圳,女,0
70582776,成都,女,3
95824469,兰州,男,1
15761072,上海,女,2
21510572,重庆,男,3
50585067,武汉,女,1
92764181,深圳,男,0
11281001,重庆,男,2
75520520,哈尔滨,男,0
75422741,哈尔滨,男,0
70091005,兰州,女,1
58787040,重庆,男,1
8001610,武汉,女,3
52749894,成都,男,1
9671607,兰州,男,1
19046150,北京,男,2
5945702,深圳,男,3
86184180,深圳,女,2
10670201,武汉,女,3
60664008,深圳,男,2
74699982,兰州,女,3
4059059,成都,男,0
86685017,哈尔滨,男,1
24840995,北京,男,1
95047776,深圳,女,1
12202054,深圳,男,1
57017010,重庆,女,0
37977217,北京,女,0
40155015,重庆,男,2
6008569,成都,女,0
96024001,武汉,女,3
27580970,深圳,男,1
67865900,兰州,女,0
9609866,武汉,女,0
28249559,武汉,女,0
38246927,北京,女,3
32678474,哈尔滨,女,2
12206880,重庆,女,0
50001020,武汉,女,3
60508940,成都,男,3
24055494,深圳,女,3
85519011,上海,男,0
1101070,武汉,男,3
4291749,重庆,女,0
20795012,哈尔滨,男,1
29477750,深圳,男,3
42227645,武汉,女,1
6970190,深圳,男,3
39242112,重庆,男,1
69468240,上海,女,1
99555192,重庆,男,2
78068002,上海,女,0
14210168,兰州,男,1
71985747,成都,男,0
46708068,兰州,女,2
57051169,武汉,女,3
1010450,上海,男,0
56745610,哈尔滨,男,3
4201261,深圳,男,3
64107250,成都,女,2
18795508,深圳,女,1
80758207,兰州,男,3
22888098,重庆,女,3
5106786,成都,男,0
78244980,北京,女,1
40480200,武汉,女,3
14878628,兰州,女,1
65725008,武汉,男,2
7502160,深圳,女,3
56081671,深圳,男,3
55216290,哈尔滨,男,2
76742787,深圳,女,3
54844949,重庆,女,3
20705492,成都,男,3
68150421,成都,男,3
19972870,哈尔滨,男,2
61904095,重庆,女,3
26848107,上海,女,2
11191002,武汉,男,0
65591052,深圳,女,3
20500461,哈尔滨,女,0
46190199,武汉,女,2
89187407,北京,女,1
49072249,兰州,男,2
14020166,兰州,女,3
68170075,兰州,男,0
52029000,重庆,男,3
85620181,兰州,女,3
29864580,兰州,男,1
78199600,北京,女,1
29526511,北京,男,1
72414082,成都,女,3
21104592,兰州,男,3
38726878,武汉,女,3
56494081,成都,男,0
46211010,重庆,女,3
61768724,哈尔滨,男,1
51029851,武汉,男,1
6280009,武汉,男,2
8817852,兰州,女,0
4028806,成都,男,1
51814620,重庆,男,2
55120220,北京,女,3
70105589,北京,男,1
79292005,上海,女,2
7800006,武汉,男,0
97921867,上海,男,0
90480690,重庆,女,1
19958711,哈尔滨,女,1
50776062,上海,男,3
89702992,兰州,女,1
97209529,武汉,女,2
44167189,哈尔滨,男,0
70190014,上海,女,3
15075905,武汉,女,3
36492175,深圳,男,0
81086776,兰州,女,0
82418449,重庆,女,0
81077669,哈尔滨,男,3
10060060,北京,女,2
57008127,重庆,男,1
75296649,北京,男,0
1070721,北京,男,3
4540087,北京,男,1
70059805,重庆,男,2
41087000,深圳,女,3
87445509,哈尔滨,男,3
10208761,成都,女,1
12605210,成都,男,1
5724092,兰州,男,0
44817690,深圳,男,2
17781126,上海,男,3
81407754,哈尔滨,男,1
55822629,北京,男,1
7056821,北京,女,2
74405271,武汉,男,0
45262475,北京,男,0
10612896,成都,女,2
78042520,深圳,女,1
92786497,北京,男,2
87740086,北京,男,3
72721007,成都,男,2
91970521,上海,男,0
67806010,兰州,女,3
88909400,深圳,男,1
72800674,上海,女,3
50710109,北京,男,2
60254506,哈尔滨,男,3
57014010,武汉,女,3
71964502,深圳,女,0
1079092,武汉,女,1
80420277,哈尔滨,女,0
3528479,重庆,男,3
60075921,武汉,男,1
17282525,北京,男,2
65000796,兰州,女,2
90490060,深圳,女,2
24710086,上海,女,2
4440155,深圳,男,2
20800874,武汉,男,1
88077285,哈尔滨,男,2
58006858,成都,男,3
22810797,成都,女,2
50580606,成都,男,1
80214601,北京,女,0
49512650,成都,女,3
54502715,武汉,女,2
40207268,兰州,女,2
45221679,成都,女,2
10980008,兰州,女,0
2049777,哈尔滨,女,1
20204442,北京,女,0
54694857,上海,男,1
27968109,兰州,男,2
60840525,成都,男,1
6485078,成都,男,3
61117748,上海,女,2
88801909,上海,男,0
907901,成都,女,3
69720459,成都,女,2
59219084,深圳,男,0
90126810,成都,男,0
55100720,深圳,男,2
46258806,北京,男,0
90814720,北京,女,1
69641800,重庆,男,2
40971616,武汉,女,3
44114874,深圳,男,2
61056158,北京,男,1
10697656,上海,男,1
10914185,兰州,女,2
70600245,兰州,女,1
88751469,上海,女,0
16902420,上海,男,2
79857044,兰州,女,1
57950226,成都,男,3
66091024,重庆,女,3
75677922,重庆,女,3
52779567,兰州,男,1
75506081,北京,女,1
75510482,哈尔滨,男,1
72025064,北京,男,0
46068740,上海,男,1
80124850,上海,女,0
1778620,哈尔滨,男,2
51249010,重庆,女,2
10097904,重庆,男,1
26519706,武汉,男,2
21009282,北京,男,2
65690178,上海,男,3
90504454,武汉,男,3
98018115,北京,女,3
89186728,北京,女,1
22690071,武汉,男,2
14057902,兰州,男,2
24420896,哈尔滨,男,3
49442721,深圳,女,0
1779542,重庆,女,1
92570507,武汉,男,3
85590576,北京,男,1
20101970,上海,女,0
52599580,上海,女,2
29879797,武汉,男,0
11842167,深圳,男,3
75169762,兰州,女,0
67865707,兰州,男,3
90902498,上海,女,3
194170,兰州,女,0
75476954,上海,女,1
71520741,上海,男,0
7589208,重庆,男,0
60007098,哈尔滨,男,2
4092194,深圳,女,1
38112469,上海,女,1
9940456,深圳,女,2
70286028,深圳,女,0
80907109,哈尔滨,女,1
4704069,北京,男,1
72122217,哈尔滨,女,2
42609647,武汉,男,2
6477601,成都,男,0
9950769,重庆,女,3
62502000,武汉,女,2
69897402,哈尔滨,女,0
4502058,武汉,女,2
50257645,兰州,男,3
14607917,北京,男,1
41445880,哈尔滨,男,1
29061187,上海,女,1
2072824,哈尔滨,男,3
82787900,北京,女,2
25095205,兰州,女,0
31984776,兰州,男,3
940925,上海,男,3
45842509,北京,女,1
28706551,武汉,男,3
4876460,重庆,女,0
45084026,北京,女,2
19160009,哈尔滨,女,3
46417746,重庆,男,0
17597008,上海,男,0
82696980,北京,女,2
80240210,兰州,女,2
41118854,上海,女,1
41102205,重庆,女,2
22254724,重庆,男,0
90550202,上海,男,0
80594122,成都,男,1
85204950,哈尔滨,男,0
68404009,上海,男,0
88062244,哈尔滨,女,1
25202107,武汉,男,0
91564481,上海,男,1
48596896,上海,女,3
90468087,兰州,女,1
25270999,成都,男,0
60282849,上海,女,2
58400400,兰州,男,2
70549171,深圳,男,0
44509526,深圳,男,2
24812468,深圳,男,2
95484056,上海,女,0
98489022,成都,男,1
82270165,上海,女,0
70877097,上海,女,3
84149558,成都,女,1
58947445,成都,女,0
92806266,成都,女,2
64969459,哈尔滨,男,3
94840020,成都,女,3
45072518,武汉,女,0
2971087,成都,男,2
11784210,成都,男,0
6950920,重庆,女,1
61780616,武汉,女,3
84607416,武汉,女,1
6106200,兰州,男,1
80609076,兰州,女,3
81479599,哈尔滨,女,3
88708276,北京,男,3
6178608,重庆,女,3
6620072,深圳,女,2
9767070,深圳,男,0
57711608,上海,男,1
7201294,北京,男,0
96199774,上海,男,2
42600907,深圳,女,3
12502204,成都,男,2
5617402,成都,女,3
3686282,哈尔滨,男,0
18014445,上海,女,3
15670208,兰州,男,3
49960184,哈尔滨,男,1
97002115,哈尔滨,男,0
55160807,重庆,男,0
6209029,北京,女,3
40090065,上海,女,3
2680560,上海,男,0
68085705,兰州,女,2
96184905,成都,男,3
28108870,哈尔滨,女,0
68564004,上海,男,1
75481172,哈尔滨,男,2
32152178,哈尔滨,男,1
62206866,成都,男,0
96660689,兰州,男,3
29646476,成都,男,0
6802516,武汉,男,3
24450900,深圳,男,2
82076044,北京,男,0
48557851,上海,男,0
81229718,重庆,男,0
4707811,上海,男,3
61190971,兰州,男,3
51206589,武汉,男,0
8245107,北京,女,0
70418059,兰州,女,2
97204900,成都,男,3
80002807,深圳,男,2
31544624,上海,男,2
41466621,武汉,男,2
14128769,武汉,女,0
74285420,兰州,女,0
5711219,北京,女,2
60677947,重庆,男,3
40051091,哈尔滨,女,0
90517250,重庆,男,0
62585859,上海,女,3
27821550,重庆,女,3
14009991,武汉,男,0
94502056,深圳,男,1
12149204,成都,男,2
87770487,成都,女,1
10024067,哈尔滨,男,0
7085224,兰州,女,0
61856769,上海,女,2
18090620,成都,女,0
4797005,北京,男,0
60008054,成都,女,1
60651682,重庆,女,1
6400948,哈尔滨,女,3
10044618,深圳,男,0
96229768,上海,女,3
25117014,哈尔滨,男,3
64977897,重庆,男,0
50770497,重庆,男,0
69010890,武汉,女,0
45271072,北京,女,3
45421806,成都,女,0
8008266,成都,男,2
20507200,北京,女,3
27116110,兰州,女,1
215709,哈尔滨,女,3
75470545,成都,女,2
57522270,北京,女,2
7027741,武汉,男,3
45208609,武汉,男,2
6250628,哈尔滨,女,3
74080056,深圳,女,0
84105469,哈尔滨,男,1
19698000,哈尔滨,男,0
61710502,成都,女,3
70499471,武汉,女,2
94172204,哈尔滨,女,0
82751607,上海,男,2
64476762,北京,男,2
5081861,成都,男,0
86444804,武汉,男,1
78909599,北京,男,1
86640407,北京,男,3
17720882,北京,男,1
39965117,上海,男,2
14120540,武汉,女,0
22119214,深圳,女,2
96847925,成都,女,2
41745994,武汉,女,2
85781040,北京,女,1
2570482,深圳,女,1
5058740,哈尔滨,女,1
57410951,北京,女,0
72910176,武汉,男,3
82229045,武汉,女,2
58568875,上海,男,3
81575994,重庆,男,3
14025520,重庆,女,1
50195570,北京,女,0
86867510,哈尔滨,男,3
29926610,哈尔滨,女,3
86016907,武汉,男,3
98086462,成都,男,0
69922612,武汉,男,1
17010287,重庆,男,3
5245801,北京,女,0
71876101,重庆,男,0
64801296,哈尔滨,女,2
866065,兰州,女,0
92277904,深圳,女,2
88590249,上海,男,1
1210571,兰州,男,1
8740407,重庆,男,3
76522460,深圳,女,0
33119996,上海,男,0
50972008,上海,男,1
70605177,成都,男,2
49548090,深圳,男,1
1595500,北京,女,1
88008807,武汉,女,1
50065204,北京,女,0
42682145,深圳,男,1
16682045,成都,女,1
44647918,重庆,女,0
55560452,兰州,男,0
6781080,成都,男,3
11546057,上海,女,2
50510785,武汉,女,1
18979161,重庆,男,3
9048600,成都,男,1
58546400,武汉,男,1
89400140,上海,男,2
62876900,上海,男,2
56957041,上海,女,0
80970702,哈尔滨,男,0
47729050,上海,男,2
11624258,重庆,女,3
85861071,成都,男,1
708889,哈尔滨,女,3
98021241,武汉,女,1
10016415,深圳,女,3
24204086,成都,女,3
86487267,上海,女,1
10082551,深圳,女,3
82587467,上海,女,1
62044716,兰州,男,2
86166050,武汉,女,1
16472654,深圳,女,0
7611549,重庆,女,2
48689419,哈尔滨,女,0
48002600,哈尔滨,女,2
69009220,武汉,女,0
72528071,重庆,女,3
95108952,深圳,男,1
66240500,兰州,女,1
90070648,成都,男,2
69095419,哈尔滨,男,2
55084400,兰州,女,2
66575809,重庆,男,1
21610214,武汉,男,1
20604045,武汉,男,2
40685828,哈尔滨,男,0
59669214,北京,女,3
44652515,成都,女,2
70420086,上海,男,0
77646520,上海,女,1
68687112,武汉,女,0
74605288,武汉,女,3
90859685,北京,男,0
3485866,兰州,男,1
17471265,深圳,女,0
50657961,武汉,男,1
18644870,兰州,男,2
80282045,成都,男,1
56079001,上海,男,1
80466055,成都,女,1
18987204,上海,男,1
75209794,深圳,女,0
51555080,哈尔滨,女,2
12900445,武汉,男,1
50876419,重庆,女,2
48967090,上海,女,3
60810128,重庆,女,3
12678670,重庆,女,3
62728020,重庆,女,0
87001004,重庆,女,2
91416020,兰州,女,1
50110988,兰州,男,2
585016,重庆,男,0
96425519,兰州,男,0
91459485,北京,女,3
51075971,武汉,女,2
86410962,重庆,男,1
408800,成都,女,0
50980905,兰州,男,3
44148765,武汉,女,3
28522527,哈尔滨,男,2
1919402,深圳,男,0
64098127,北京,女,3
50740425,重庆,男,0
18257665,北京,男,0
84809267,兰州,女,0
57058960,重庆,女,2
4501004,武汉,女,1
40651201,上海,女,2
58095721,北京,女,1
85964875,深圳,男,1
65495445,重庆,女,3
52204002,深圳,女,2
82220517,北京,男,0
88840904,北京,女,2
56040701,上海,男,0
60258008,哈尔滨,女,2
24482059,兰州,女,0
14972250,兰州,女,2
81759870,深圳,女,2
10564740,武汉,男,1
47094149,深圳,女,0
46047220,重庆,男,2
70750299,重庆,男,1
1090515,重庆,男,1
77878242,哈尔滨,女,1
34771696,北京,女,1
75110459,重庆,女,2
69128460,武汉,男,0
45420027,北京,男,0
80504675,武汉,男,3
8002006,武汉,女,3
87285847,上海,男,1
17000999,武汉,女,1
1965062,哈尔滨,女,1
29404149,重庆,男,1
28400208,深圳,女,3
25020047,深圳,男,2
81008161,重庆,男,0
79604551,深圳,男,0
38884196,北京,女,3
76251721,重庆,女,2
21216505,武汉,男,0
80797472,上海,女,3
24885260,上海,男,2
1476804,重庆,男,2
1000774,上海,男,1
50707742,上海,女,1
60182042,成都,男,2
96721570,重庆,男,2
91028898,兰州,女,1
59840011,武汉,男,2
41219506,北京,女,0
3916956,兰州,女,1
7040109,北京,女,2
48050662,上海,女,2
49292496,成都,男,0
52480720,哈尔滨,男,3
40444675,深圳,男,0
91128706,武汉,男,2
48227458,重庆,女,3
50198169,重庆,男,3
10462560,成都,女,0
74765848,武汉,女,3
21578607,北京,男,2
49086919,上海,女,0
99258616,上海,女,0
68120992,兰州,女,1
42221645,上海,女,1
98974922,哈尔滨,女,1
82000640,兰州,女,0
56977090,北京,男,3
38155472,重庆,男,3
16759869,兰州,男,0
97860745,重庆,女,2
50074064,重庆,男,2
72755708,哈尔滨,女,1
10905086,武汉,女,2
50114504,成都,男,0
408860,兰州,女,2
77685064,成都,男,1
64180608,武汉,男,2
5710442,武汉,女,3
7059960,武汉,男,1
10850418,北京,男,0
75529555,重庆,男,2
25994201,武汉,女,2
2450010,武汉,男,0
69864000,北京,女,3
4256278,北京,女,2
40980204,武汉,女,0
180229,兰州,男,0
70511072,北京,女,1
50805670,兰州,女,0
8051650,兰州,男,3
72009457,武汉,女,2
51681044,重庆,男,1
1800582,兰州,男,0
44566657,武汉,女,2
14525890,重庆,男,0
89560951,武汉,男,1
87105210,重庆,女,0
77406929,北京,女,1
92180120,兰州,男,2
77012690,北京,男,2
50202104,深圳,男,1
82046257,武汉,女,3
59094027,深圳,男,1
25096092,北京,男,0
91007591,武汉,女,3
99182166,武汉,女,2
68224804,深圳,男,0
60468111,深圳,男,2
99254440,深圳,女,0
1076009,深圳,男,3
4780081,武汉,男,3
80670610,重庆,男,3
50170001,兰州,男,2
92908206,北京,男,0
75992659,北京,女,0
70011045,深圳,女,2
96909770,北京,男,0
50851051,北京,男,1
95896799,重庆,女,2
64401055,哈尔滨,男,3
8082099,北京,男,3
92555950,武汉,男,1
55087680,武汉,女,0
14678008,重庆,男,1
26087988,北京,女,0
56266600,重庆,男,2
57589917,北京,女,0
99782198,兰州,女,2
41446906,兰州,男,2
12674621,成都,女,0
4204956,成都,女,1
26502150,兰州,女,0
80611970,武汉,女,3
65701500,北京,男,2
2988200,成都,女,2
87781721,重庆,男,3
4271019,北京,男,0
76712761,北京,男,3
8227116,上海,女,3
22970268,深圳,男,3
57766405,重庆,女,0
95690980,北京,女,0
6610594,哈尔滨,女,2
44540446,深圳,女,0
18252867,成都,男,2
60562142,兰州,女,1
15772715,武汉,男,1
72410609,北京,女,3
68416525,哈尔滨,男,1
79059500,兰州,男,3
8922099,兰州,男,2
88942802,兰州,女,3
42815810,兰州,女,2
9597506,上海,男,3
17424642,哈尔滨,女,0
97929166,哈尔滨,女,0
50900825,北京,男,2
94875604,成都,女,0
74488780,上海,女,1
92586670,上海,男,2
68551707,上海,女,3
76666475,重庆,女,3
5912805,武汉,女,3
20067909,兰州,男,0
67768089,武汉,男,2
64526871,上海,女,0
48805428,成都,男,0
78464500,武汉,女,3
95241004,兰州,男,0
42954018,北京,女,2
69848199,上海,男,0
25906664,重庆,男,3
29000509,深圳,女,2
94721952,哈尔滨,男,0
92727122,哈尔滨,女,1
97068555,武汉,女,1
